ID_Cliente,Edad,Genero,Ingresos_Anuales,Gastos_Mensuales,Deudas,Ahorros,Score_Credito
8776,21,Femenino,78714,2171,19704,15388,468
8777,27,Masculino,31780,1828,18841,83707,371
8778,56,Femenino,96230,1529,28038,14495,755
8779,41,Masculino,90345,2876,3450,47773,374
8780,34,Femenino,141033,3741,8418,53867,562
8781,69,Masculino,102098,2491,48718,28943,768
8782,23,Masculino,132696,4371,34575,79871,817
8783,36,Femenino,117977,2885,45268,86504,498
8784,22,Femenino,126075,3640,31724,22703,637
8785,49,Masculino,142659,1381,48473,36070,337
8786,27,Masculino,21929,1038,33186,33563,618
8787,26,Femenino,115153,2357,48890,19193,439
8788,44,Masculino,132610,4057,26451,16850,547
8789,30,Femenino,137236,2696,3155,12727,726
8790,36,Masculino,139522,2450,9110,80951,494
8791,38,Masculino,34244,2110,23748,76477,514
8792,41,Femenino,118415,3663,29448,55460,840
8793,55,Femenino,129715,4963,32586,15218,688
8794,21,Femenino,142636,4507,20202,49120,728
8795,41,Masculino,135402,726,45231,28444,451
8796,52,Masculino,144281,1091,35399,69187,402
8797,20,Masculino,31116,4619,20058,23519,704
8798,21,Femenino,107954,2575,4630,50107,587
8799,54,Masculino,101243,3171,6868,24281,432
8800,57,Masculino,103301,1868,38281,19793,745
8801,65,Femenino,55895,2522,34597,34687,701
8802,52,Masculino,98636,2578,9855,19316,334
8803,48,Masculino,43867,4450,48698,56927,643
8804,61,Femenino,129507,4381,45379,73915,783
8805,42,Femenino,21208,3821,24660,46554,820
8806,57,Femenino,64085,4645,31739,207,687
8807,30,Femenino,85572,2936,3812,73,844
8808,21,Femenino,85234,2304,17270,24427,310
8809,63,Femenino,103748,3859,23978,40329,437
8810,31,Femenino,31252,2230,11531,76347,430
8811,30,Femenino,105261,4162,28783,74777,698
8812,44,Femenino,27006,3473,13236,70505,550
8813,23,Masculino,133371,1529,30093,40472,665
8814,34,Femenino,109595,911,4147,5889,720
8815,53,Femenino,90883,2481,18515,26457,723
8816,57,Masculino,52171,1161,28270,40787,461
8817,66,Femenino,48517,1847,2759,8706,394
8818,52,Masculino,44274,3970,43738,38687,461
8819,34,Masculino,53577,1805,25316,11520,660
8820,58,Femenino,47648,4786,2876,279,528
8821,19,Masculino,89654,3333,45480,64305,415
8822,30,Femenino,37910,2353,13332,93098,520
8823,69,Femenino,146399,1315,9903,54007,762
8824,19,Masculino,98619,4005,49207,25131,614
8825,69,Masculino,69647,1976,36130,40229,629
8826,45,Masculino,98723,4013,43819,93491,585
8827,60,Femenino,20424,2537,9198,290,481
8828,43,Femenino,71899,1830,37771,37648,755
8829,39,Masculino,46641,4306,15732,11065,574
8830,64,Femenino,54750,1649,40673,15402,336
8831,60,Femenino,136156,506,20487,89903,742
8832,20,Masculino,142416,1936,1781,24107,335
8833,52,Masculino,101454,3750,13412,83542,367
8834,29,Masculino,43154,4039,31554,13029,709
8835,41,Masculino,68166,1194,44124,19935,659
8836,22,Masculino,31992,3465,31485,86098,420
8837,37,Masculino,54001,3799,26654,68811,781
8838,56,Masculino,128293,4741,33145,60033,588
8839,56,Masculino,34546,3867,38813,5257,389
8840,30,Masculino,61524,4882,46378,24658,511
8841,58,Masculino,88555,525,16665,57991,371
8842,62,Femenino,21304,2653,12926,55914,589
8843,29,Femenino,142722,4835,19303,94358,666
8844,30,Masculino,132448,3989,47802,45999,326
8845,27,Femenino,69284,831,12356,1757,719
8846,50,Femenino,102368,1144,39752,21339,661
8847,57,Femenino,108327,2352,36362,22846,754
8848,33,Femenino,30022,4630,47126,27915,771
8849,62,Femenino,95886,3423,12624,44617,668
8850,52,Femenino,97354,2931,39338,45170,625
8851,20,Masculino,53617,4084,27468,76880,709
8852,22,Masculino,140045,4309,30928,88768,802
8853,43,Femenino,89498,1310,24790,33493,324
8854,28,Femenino,78824,1811,21114,32079,460
8855,24,Masculino,143780,3295,29094,33875,494
8856,27,Femenino,90390,2394,2120,29558,720
8857,59,Femenino,54307,3506,44753,11017,312
8858,69,Femenino,136587,4800,35638,95017,706
8859,51,Femenino,149884,2570,785,92313,654
8860,20,Femenino,88480,3156,937,20732,545
8861,25,Masculino,139645,4634,42649,57238,387
8862,48,Masculino,42327,4768,29969,59839,738
8863,28,Femenino,23244,3984,28287,95504,720
8864,62,Masculino,42720,913,42216,23457,555
8865,24,Femenino,45090,1191,35880,94056,575
8866,62,Femenino,84277,3162,16297,824,306
8867,19,Femenino,131559,4617,22816,31573,799
8868,23,Femenino,119895,3198,40205,14467,545
8869,58,Femenino,142641,4809,4534,75462,645
8870,49,Femenino,68536,1419,9529,23876,503
8871,37,Femenino,27855,1406,22013,16734,781
8872,51,Femenino,142483,3710,30089,21586,779
8873,67,Femenino,142963,4228,6171,30659,393
8874,33,Masculino,138430,3219,41229,62257,609
8875,42,Femenino,147773,4166,17874,44245,819
8876,29,Masculino,136815,2864,38809,25410,729
8877,24,Masculino,21601,1292,21153,7894,469
8878,56,Femenino,51952,1075,39157,92099,418
8879,34,Masculino,131113,2227,28429,52154,362
8880,62,Femenino,70374,3727,6641,2509,416
8881,28,Femenino,25690,4071,42401,68208,408
8882,23,Femenino,32521,4686,23539,85362,792
8883,40,Femenino,120146,4225,25367,69694,716
8884,44,Masculino,96019,3866,21726,64450,624
8885,63,Masculino,28058,1860,49511,62190,539
8886,23,Femenino,33704,2548,4677,64980,815
8887,55,Masculino,78933,3475,5139,53273,551
8888,19,Masculino,91101,3696,24696,73343,485
8889,39,Masculino,63856,1587,20513,31171,712
8890,37,Femenino,57256,705,11157,24525,803
8891,42,Masculino,77352,3986,12832,26513,832
8892,32,Masculino,147588,3815,47877,5797,453
8893,66,Masculino,50615,1122,46023,98601,523
8894,46,Femenino,141638,2177,36460,7746,717
8895,25,Masculino,127210,3787,8205,89254,784
8896,54,Masculino,21927,3512,5425,69474,459
8897,66,Femenino,35512,3512,3900,24316,350
8898,69,Masculino,28301,4137,11811,57077,579
8899,50,Femenino,106849,3200,8462,34362,471
8900,39,Femenino,93993,2371,38381,16334,631
8901,67,Femenino,91028,578,29134,77093,592
8902,64,Femenino,88759,1976,16906,28880,365
8903,22,Femenino,108047,3728,2817,44257,569
8904,56,Femenino,106991,2835,4950,9673,643
8905,35,Masculino,83058,2225,35607,62346,570
8906,55,Femenino,119258,1614,47101,69915,360
8907,54,Masculino,84926,660,24273,48613,435
8908,47,Masculino,43434,1925,7491,32721,558
8909,68,Femenino,50341,2233,8014,35950,555
8910,48,Masculino,127845,4915,7691,20829,630
8911,27,Masculino,35007,2911,442,95564,692
8912,32,Masculino,119878,4460,22778,60495,843
8913,59,Femenino,46799,3022,30879,73107,553
8914,65,Masculino,75820,1101,26659,28363,566
8915,61,Masculino,35674,2859,48788,47068,306
8916,35,Femenino,35426,2055,27503,42733,738
8917,40,Masculino,92631,2020,9413,83271,303
8918,50,Masculino,64791,2890,48577,91429,841
8919,33,Masculino,109640,1405,11641,5613,606
8920,55,Femenino,23255,2150,43400,26606,761
8921,52,Masculino,53826,1617,29899,16595,847
8922,51,Masculino,120261,2024,47147,1274,650
8923,45,Femenino,108568,4767,26938,37030,798
8924,19,Femenino,24944,3580,45463,93726,510
8925,47,Femenino,57826,3740,894,55119,412
8926,30,Masculino,50497,4906,44862,85654,416
8927,58,Femenino,47723,4301,35021,73311,615
8928,33,Femenino,55287,2435,29936,97552,732
8929,22,Femenino,31845,4127,30760,32279,314
8930,45,Masculino,109833,4880,34778,54690,500
8931,56,Femenino,88106,4209,23241,79477,646
8932,62,Femenino,113039,3042,46442,44423,423
8933,37,Femenino,92986,4950,28766,35253,455
8934,41,Femenino,105807,699,21019,23638,708
8935,44,Femenino,126007,2683,27791,69906,507
8936,47,Masculino,75569,3175,24192,19782,765
8937,62,Masculino,101434,4536,39765,22639,463
8938,44,Femenino,99925,3993,29180,37655,576
8939,43,Femenino,133718,4472,43520,22829,693
8940,24,Femenino,45463,1864,43806,332,349
8941,59,Masculino,20744,2352,42005,41986,443
8942,64,Masculino,108340,4937,37601,52385,465
8943,55,Masculino,56282,4101,29899,84044,366
8944,22,Masculino,72082,887,47802,18616,319
8945,40,Femenino,74689,4599,35702,53109,368
8946,45,Femenino,96407,2162,12571,92729,753
8947,51,Femenino,99072,2958,371,5282,324
8948,32,Femenino,108633,712,30193,21524,609
8949,49,Masculino,84766,1057,15386,7744,311
8950,43,Femenino,85711,3105,39766,5697,533
8951,65,Masculino,135253,3619,14464,99256,432
8952,48,Masculino,23217,4203,17787,68905,574
8953,36,Femenino,100642,3191,20986,22826,451
8954,26,Masculino,50359,2494,49025,11545,751
8955,46,Masculino,132000,974,28651,6553,515
8956,68,Femenino,73509,2267,46174,55982,609
8957,56,Masculino,81970,541,21057,49316,532
8958,21,Masculino,42357,3151,29872,10183,792
8959,20,Femenino,62354,2595,10712,84625,448
8960,46,Masculino,58570,4492,17391,9931,636
8961,69,Masculino,27034,2486,27922,28835,755
8962,28,Femenino,36263,4365,667,98407,778
8963,50,Masculino,62180,4157,16325,72833,806
8964,55,Femenino,70099,4017,1446,20599,574
8965,28,Masculino,94312,2768,15890,49515,480
8966,44,Masculino,129358,2144,26483,9761,733
8967,50,Femenino,95348,1439,26943,8061,450
8968,38,Femenino,105275,4938,26681,368,770
8969,56,Masculino,46925,3809,37136,53101,503
8970,48,Femenino,139939,3485,38085,55015,763
8971,55,Masculino,39575,2527,35797,5304,626
8972,63,Femenino,42231,3627,41000,55689,448
8973,19,Masculino,96935,4633,13025,48544,576
8974,44,Masculino,67731,1864,29940,28806,334
8975,53,Masculino,43100,1350,22763,51244,515
8976,28,Masculino,30768,730,24701,96879,300
8977,64,Masculino,149057,2999,17161,58859,767
8978,35,Femenino,118835,2804,41795,64412,765
8979,18,Femenino,135919,2981,25454,594,750
8980,52,Masculino,79337,4804,37257,17829,369
8981,52,Masculino,136385,4211,13115,20006,556
8982,48,Femenino,138058,3403,39038,33533,391
8983,45,Femenino,70697,3965,46999,22424,671
8984,56,Femenino,31357,3268,9028,27792,398
8985,18,Femenino,86973,3392,41484,39204,809
8986,42,Femenino,44946,2583,42211,60994,806
8987,60,Masculino,106424,1738,7688,21015,642
8988,55,Masculino,91038,2574,37009,25209,545
8989,37,Femenino,125912,2565,41694,88529,771
8990,20,Femenino,75149,1129,23255,21140,578
8991,68,Femenino,25566,3708,14211,57802,809
8992,19,Femenino,142474,1402,16552,56057,730
8993,35,Femenino,61576,1553,46617,59816,741
8994,61,Femenino,73318,622,42108,75408,560
8995,27,Femenino,89550,1456,41259,80748,554
8996,22,Femenino,147059,1486,11513,83813,760
8997,26,Femenino,71408,1751,5033,47764,564
8998,19,Masculino,73506,4933,521,92227,814
8999,51,Femenino,137998,1490,30824,82428,744
9000,55,Femenino,99149,2820,13256,71889,522
9001,48,Masculino,60167,1401,44544,2751,491
9002,27,Masculino,53699,2586,26293,46379,739
9003,67,Masculino,137017,4492,30607,10363,568
9004,29,Femenino,69545,4080,12793,19227,340
9005,53,Femenino,120769,3302,24877,74019,340
9006,38,Femenino,72429,2704,41612,29092,630
9007,66,Femenino,133927,1371,36069,49008,474
9008,64,Masculino,107350,3324,20543,61622,732
9009,23,Femenino,43386,3402,27213,28918,748
9010,65,Femenino,79273,3003,18663,64599,622
9011,66,Masculino,132312,3903,42582,66185,579
9012,20,Femenino,61585,2691,28990,98864,393
9013,27,Femenino,124292,4382,34449,47175,639
9014,22,Femenino,27509,3707,13116,41729,719
9015,63,Femenino,107852,4158,32859,32034,504
9016,43,Masculino,131153,3597,3706,66039,559
9017,38,Masculino,96607,3578,16147,25203,690
9018,62,Masculino,113278,3138,33728,14996,577
9019,43,Masculino,132385,3586,20543,32602,780
9020,55,Femenino,98764,3446,33611,53014,750
9021,61,Femenino,97150,3971,49370,27935,590
9022,43,Femenino,95837,4802,8895,30425,404
9023,25,Masculino,144045,2124,22412,62534,676
9024,22,Masculino,83305,3457,33014,45216,489
9025,32,Masculino,121085,3787,13251,79632,494
9026,33,Femenino,62851,2025,44997,34942,676
9027,18,Femenino,96910,1982,5109,3527,317
9028,33,Masculino,54407,758,24632,13993,558
9029,54,Masculino,66606,953,29740,30224,671
9030,20,Femenino,127277,1298,12151,5423,359
9031,69,Femenino,99518,4970,46165,27113,404
9032,64,Femenino,116794,3011,29733,43246,725
9033,48,Masculino,65652,4670,6325,59567,560
9034,30,Masculino,30248,741,22691,26833,345
9035,33,Masculino,30515,2212,29428,14307,825
9036,60,Masculino,120578,4718,10050,15928,776
9037,38,Femenino,112345,2502,1912,46268,566
9038,19,Femenino,30830,3827,36989,60924,833
9039,44,Femenino,80631,2781,7374,89643,405
9040,55,Masculino,120784,996,33034,81814,816
9041,43,Femenino,145496,3611,47457,26571,695
9042,55,Femenino,26799,1226,19866,74361,448
9043,63,Femenino,94083,2331,46678,55254,579
9044,42,Femenino,117098,2321,26256,24372,824
9045,28,Femenino,34328,2316,27769,49652,325
9046,25,Masculino,32679,591,10198,47415,581
9047,25,Femenino,41058,3932,29281,1563,783
9048,50,Femenino,146226,2469,4564,20459,363
9049,24,Masculino,117773,2884,36996,50326,410
9050,55,Masculino,66696,4179,7155,91710,387
9051,38,Femenino,105442,1102,47952,89606,721
9052,25,Femenino,128963,927,33085,84078,739
9053,68,Femenino,58872,2519,710,51136,427
9054,38,Femenino,74971,1956,11388,89219,593
9055,37,Masculino,102083,506,8642,16903,448
9056,25,Femenino,43306,2934,26457,42877,626
9057,63,Masculino,48210,1873,18127,34096,439
9058,48,Femenino,65693,1140,34091,23580,421
9059,67,Femenino,48239,4262,11752,88913,822
9060,46,Femenino,113366,4505,4237,14134,683
9061,65,Masculino,88917,2730,3051,41892,582
9062,26,Femenino,120368,4311,30169,23902,746
9063,32,Femenino,124893,3806,21048,26117,493
9064,47,Masculino,114377,945,43311,82327,505
9065,43,Femenino,27447,4441,19088,50683,845
9066,27,Masculino,105904,4795,5675,49775,363
9067,46,Femenino,40271,3495,39555,81000,316
9068,33,Masculino,85875,1012,2640,2766,734
9069,53,Masculino,139509,1489,12317,53799,404
9070,37,Masculino,138469,1901,44408,51979,739
9071,62,Femenino,105510,2312,40144,69951,527
9072,54,Masculino,112045,1045,40906,29741,694
9073,39,Masculino,123434,3033,38130,97520,512
9074,24,Femenino,76843,2509,33462,66202,597
9075,40,Masculino,46221,3932,20637,11300,724
9076,58,Femenino,147108,4585,10385,26360,700
9077,57,Femenino,84388,2715,15201,5605,823
9078,46,Masculino,112799,4165,34536,99437,697
9079,33,Masculino,76467,1327,24667,50661,559
9080,55,Femenino,93269,2684,45384,44349,425
9081,45,Masculino,131414,2662,171,58959,525
9082,65,Masculino,90585,1775,35517,55371,632
9083,55,Masculino,63086,2016,35870,37473,629
9084,48,Masculino,130937,1812,49772,16294,564
9085,31,Femenino,106624,4023,47375,73092,470
9086,50,Femenino,101144,1015,37982,4683,300
9087,26,Masculino,20638,1519,32844,94800,540
9088,44,Femenino,93245,1795,18582,33076,319
9089,41,Masculino,90679,1549,4237,20746,614
9090,30,Masculino,82934,2840,30465,71712,772
9091,43,Masculino,86760,1757,6027,22567,440
9092,46,Masculino,67234,2778,13241,78509,632
9093,68,Femenino,81049,3485,10367,39647,349
9094,66,Masculino,83843,4369,27483,16094,760
9095,60,Femenino,68047,1644,15031,22794,690
9096,45,Masculino,130406,1205,35312,2000,354
9097,45,Femenino,122549,2924,32023,8858,350
9098,25,Femenino,29741,4071,28188,65287,789
9099,40,Femenino,140111,2434,49139,34452,631
9100,46,Femenino,83004,2984,35625,81120,569
9101,22,Masculino,81489,2245,34321,62846,661
9102,59,Femenino,42991,1469,6274,38385,444
9103,24,Masculino,125711,3046,12556,6782,428
9104,59,Femenino,46081,3147,41921,5116,674
9105,53,Femenino,142761,1277,34395,41405,804
9106,58,Femenino,133094,1833,26543,4383,300
9107,44,Masculino,77304,2617,11523,57176,666
9108,63,Femenino,35642,2888,1074,25657,837
9109,19,Masculino,147310,3603,19588,22170,794
9110,42,Masculino,95103,3614,13990,13081,473
9111,26,Masculino,127163,4713,31528,69287,824
9112,44,Femenino,124072,3436,17412,46620,333
9113,18,Femenino,137062,4610,17031,97361,617
9114,40,Femenino,138778,1845,45793,7785,510
9115,27,Femenino,37399,2541,14837,12564,610
9116,59,Femenino,53103,3174,38071,22479,393
9117,69,Femenino,131257,2055,47512,57183,488
9118,42,Femenino,35330,1189,19546,99849,813
9119,20,Masculino,36464,3952,46515,77373,503
9120,23,Femenino,22134,2034,45875,76935,790
9121,23,Masculino,144679,619,17286,27359,353
9122,19,Masculino,69409,4659,9695,90225,775
9123,35,Femenino,115198,4554,37844,90883,393
9124,40,Femenino,20184,3352,11054,14492,613
9125,19,Masculino,115923,2113,2897,87435,659
9126,29,Masculino,141529,3533,9537,17396,467
9127,39,Femenino,69274,3283,21946,28259,697
9128,54,Masculino,126360,3436,8681,63742,836
9129,37,Masculino,92799,4563,7851,60594,693
9130,56,Masculino,139388,4388,25001,73490,655
9131,41,Masculino,75810,4284,14585,58596,347
9132,65,Femenino,98727,3126,39996,40302,731
9133,37,Femenino,89050,4044,47038,53529,352
9134,18,Masculino,140321,1649,48123,2668,540
9135,18,Masculino,52734,2209,30117,22917,694
9136,34,Masculino,91613,3658,5595,32284,326
9137,18,Femenino,70546,1866,23774,92688,358
9138,69,Femenino,55120,4549,48565,45050,485
9139,62,Masculino,68484,4990,43691,26003,440
9140,47,Masculino,80563,955,9599,66413,356
9141,58,Masculino,95036,4805,6462,15433,749
9142,64,Femenino,100528,1175,13307,33221,405
9143,20,Masculino,75113,1501,39136,53756,579
9144,63,Masculino,73096,4571,27531,91375,767
9145,28,Masculino,30133,1395,42174,39113,732
9146,41,Masculino,26405,2854,36710,12378,639
9147,39,Masculino,50269,3593,34568,61672,813
9148,61,Femenino,102410,559,14414,12946,698
9149,62,Femenino,116993,4981,31723,52210,481
9150,43,Femenino,135742,3264,29036,52008,601
9151,30,Masculino,37085,2294,10261,9103,482
9152,18,Femenino,55702,3762,2377,64882,809
9153,41,Masculino,140075,3029,40091,91579,394
9154,27,Femenino,99883,2442,48994,440,713
9155,52,Femenino,33502,3987,1271,99299,455
9156,41,Masculino,66479,3921,37788,67647,396
9157,45,Masculino,99384,4578,45316,36868,668
9158,53,Masculino,107957,1873,28419,38983,537
9159,33,Femenino,34426,4053,33202,36236,312
9160,57,Masculino,90231,4172,19982,39241,600
9161,33,Femenino,134507,1582,3771,15907,481
9162,34,Femenino,35860,4747,14873,21650,454
9163,68,Femenino,66865,1433,41494,12031,690
9164,32,Masculino,67404,3087,41340,48867,476
9165,33,Masculino,111246,4585,18534,55644,368
9166,32,Masculino,77423,1057,36892,4460,607
9167,51,Femenino,110947,4619,12117,92950,844
9168,28,Femenino,94379,2042,5602,31135,352
9169,18,Masculino,51152,2882,15421,94832,515
9170,32,Femenino,135104,4598,31674,8714,337
9171,43,Femenino,101109,1507,5167,25281,727
9172,68,Femenino,123870,1781,5486,67295,560
9173,21,Masculino,50737,4858,49698,65785,673
9174,60,Femenino,74325,620,28192,54148,330
9175,22,Femenino,58767,4616,20806,37112,692
9176,52,Masculino,113792,1404,9943,58718,724
9177,30,Masculino,122170,639,4824,80725,304
9178,27,Masculino,61705,2315,35883,6591,353
9179,28,Masculino,22002,4801,218,26402,803
9180,35,Masculino,102159,4638,32893,73244,807
9181,51,Masculino,80237,1528,13169,44438,752
9182,56,Femenino,136632,2754,49093,6482,499
9183,58,Femenino,75713,844,46458,91215,572
9184,59,Femenino,61815,2919,45374,88158,525
9185,67,Femenino,84997,3803,9415,44953,770
9186,40,Masculino,80859,3735,4180,73986,317
9187,24,Femenino,134229,3094,37928,94329,309
9188,56,Masculino,145526,1887,19154,74875,338
9189,20,Masculino,83236,4517,32609,31254,340
9190,29,Femenino,107787,1483,9766,99208,343
9191,24,Femenino,137882,4930,30058,21426,496
9192,66,Masculino,98243,2622,1942,56608,598
9193,43,Masculino,109653,3494,11532,84059,508
9194,50,Masculino,42743,3400,20841,5143,758
9195,54,Masculino,76739,1275,43374,85098,535
9196,65,Femenino,139492,4418,29876,69683,814
9197,32,Masculino,96326,1235,1254,47814,659
9198,19,Femenino,133605,1986,33755,86309,682
9199,58,Masculino,118156,895,14923,67883,726
9200,24,Masculino,101132,2501,31682,47448,643
9201,49,Masculino,50339,3947,40879,54653,553
9202,21,Femenino,54121,863,24339,83511,847
9203,37,Masculino,62995,3787,47592,51393,806
9204,67,Femenino,72032,2354,44861,20012,817
9205,53,Femenino,134132,4688,46508,47539,629
9206,49,Femenino,69831,4861,13118,14720,787
9207,45,Masculino,61446,1243,44679,25430,781
9208,30,Femenino,138308,873,47769,99054,771
9209,18,Femenino,146530,4689,42277,13683,831
9210,52,Masculino,65678,4627,34139,57063,736
9211,65,Masculino,144318,4234,13163,92479,721
9212,47,Femenino,40698,4584,33128,41198,461
9213,53,Femenino,125168,639,8104,6535,733
9214,42,Masculino,100252,3520,14186,96225,315
9215,33,Femenino,116342,3792,8549,63402,364
9216,36,Femenino,103404,2064,32262,84615,372
9217,18,Femenino,67918,557,30078,6156,503
9218,22,Masculino,116666,3996,24168,64896,553
9219,68,Femenino,135378,2687,28466,37404,828
9220,39,Masculino,77235,3448,35551,80561,494
9221,41,Masculino,26125,4973,32831,42276,550
9222,60,Masculino,127508,872,18612,18688,849
9223,62,Femenino,141356,3634,36617,107,584
9224,69,Masculino,147422,2087,22716,34372,842
9225,54,Femenino,120651,1277,31926,51060,782
9226,53,Masculino,67511,4762,3938,65199,609
9227,53,Femenino,122012,3722,41539,73457,480
9228,21,Femenino,49046,4178,22697,24942,544
9229,53,Femenino,108296,3048,12609,23547,740
9230,69,Masculino,142618,3443,13483,56853,574
9231,35,Femenino,30114,1498,10523,27485,523
9232,67,Femenino,20637,1059,26989,52746,666
9233,33,Masculino,58634,3843,34926,97564,838
9234,58,Masculino,108713,4001,44729,2921,549
9235,35,Femenino,55776,4514,39164,64770,312
9236,39,Masculino,43600,4178,2283,94380,607
9237,19,Masculino,101787,4828,6236,1740,491
9238,38,Masculino,46809,1420,40577,80631,318
9239,53,Femenino,43756,1742,44726,68354,638
9240,61,Masculino,79469,580,3105,83273,325
9241,56,Femenino,58368,4120,36320,57795,305
9242,64,Masculino,97185,3161,19859,6140,440
9243,56,Masculino,147169,1040,1838,53568,326
9244,46,Femenino,96902,1774,24797,61880,404
9245,43,Masculino,31880,3285,24437,92347,821
9246,38,Masculino,103319,3986,17279,60853,578
9247,34,Masculino,145214,3657,5913,25460,602
9248,33,Masculino,77155,2743,48640,6993,311
9249,48,Femenino,136193,3542,25560,49894,376
9250,68,Femenino,107762,1820,26208,54741,317
9251,26,Femenino,126745,3493,35658,81435,473
9252,48,Femenino,85316,2591,47355,7005,700
9253,31,Femenino,90856,4558,43003,73164,386
9254,66,Femenino,28727,3525,48491,26615,642
9255,54,Femenino,97260,4654,14646,18946,748
9256,19,Masculino,59211,978,21061,50412,353
9257,69,Femenino,105469,3165,40214,78004,726
9258,65,Femenino,98930,2256,44597,61849,377
9259,63,Femenino,125256,2298,22873,80387,738
9260,31,Masculino,61417,3620,3458,13199,796
9261,50,Femenino,104658,3487,37165,97115,471
9262,52,Femenino,121673,3078,22267,30901,849
9263,56,Femenino,82827,1526,14582,79975,660
9264,64,Masculino,51437,4973,32389,23823,535
9265,68,Femenino,40519,2454,14823,2334,732
9266,37,Masculino,27983,3813,40856,48200,315
9267,19,Masculino,64656,2064,7406,66138,795
9268,68,Masculino,138099,1086,30619,65196,510
9269,58,Masculino,25635,4952,7071,48437,626
9270,36,Femenino,122373,1184,21852,15034,546
9271,54,Masculino,124555,3768,45846,30613,848
9272,35,Masculino,129883,3990,48872,85227,802
9273,33,Femenino,137873,1158,37775,76360,466
9274,21,Masculino,39622,1796,42335,71392,740
9275,29,Masculino,143140,2025,22681,12159,652
9276,46,Masculino,124041,2582,42493,19685,398
9277,24,Masculino,94975,1571,10144,2301,417
9278,31,Masculino,113445,2820,44217,23479,652
9279,29,Masculino,80666,3074,11183,56993,800
9280,52,Femenino,120877,709,21074,14073,338
9281,22,Femenino,76005,1123,19880,3566,629
9282,34,Femenino,118429,2305,12349,22937,622
9283,59,Femenino,127725,4768,27493,81094,797
9284,49,Masculino,31403,4249,23610,51628,328
9285,27,Masculino,80477,510,9357,65263,842
9286,60,Masculino,119610,1260,4561,79596,615
9287,34,Femenino,120405,1827,29844,61914,812
9288,22,Femenino,132985,1677,7614,64075,766
9289,62,Masculino,85035,2870,2358,7120,498
9290,59,Masculino,52903,4108,31805,31636,481
9291,26,Femenino,112489,1476,11430,18773,429
9292,66,Femenino,27311,2992,16041,18214,430
9293,50,Femenino,70611,2889,45871,85993,304
9294,53,Femenino,117561,2957,26726,62508,466
9295,53,Masculino,40615,4173,10267,93526,684
9296,35,Femenino,76808,3052,11859,64178,391
9297,26,Femenino,53580,4635,45563,21213,486
9298,46,Masculino,77052,1982,10373,29712,764
9299,67,Masculino,143731,2810,24634,41555,818
9300,31,Masculino,111856,4241,7257,57534,414
9301,42,Femenino,62898,4339,22597,68998,562
9302,32,Femenino,43952,3255,42918,64950,643
9303,23,Femenino,102790,1322,41144,15856,538
9304,59,Femenino,35227,4097,23989,55070,608
9305,46,Masculino,33760,960,19003,77917,315
9306,32,Masculino,28826,4812,30169,58462,361
9307,46,Femenino,99475,2240,42640,20151,620
9308,21,Femenino,118972,2624,47271,83025,667
9309,35,Femenino,103213,1944,16961,68391,734
9310,67,Masculino,80432,3597,12146,72039,591
9311,66,Femenino,93996,4969,45237,79860,462
9312,61,Masculino,78204,1153,41030,84079,540
9313,56,Femenino,28673,4041,555,14129,624
9314,33,Masculino,113402,1243,42178,46998,674
9315,28,Masculino,56158,1352,3640,20530,428
9316,31,Femenino,94989,2061,46136,25381,422
9317,20,Masculino,35904,4445,1912,71560,763
9318,68,Masculino,145212,3176,19114,42760,826
9319,67,Femenino,35396,1818,38187,18291,528
9320,59,Masculino,142982,621,23922,79128,443
9321,55,Femenino,113906,4754,48210,33904,475
9322,62,Masculino,107469,4227,29500,20515,352
9323,59,Masculino,74039,806,14429,622,634
9324,35,Masculino,115885,4482,49418,7245,592
9325,37,Masculino,24334,1612,36684,87579,539
9326,65,Femenino,116996,2396,13687,80831,742
9327,42,Femenino,47268,845,23712,63532,435
9328,55,Femenino,84636,4411,14837,64439,370
9329,30,Masculino,42068,648,48239,38191,307
9330,21,Masculino,48247,1539,12865,66951,732
9331,31,Femenino,85121,1890,44653,83982,635
9332,50,Femenino,143761,4404,12919,99992,718
9333,45,Femenino,108670,617,35094,4158,600
9334,69,Femenino,36285,1203,35569,24122,536
9335,54,Masculino,120539,4883,21936,95388,805
9336,25,Femenino,106903,3455,48787,58882,698
9337,61,Masculino,148255,2524,30961,96533,622
9338,51,Femenino,44136,4896,46301,66660,301
9339,61,Masculino,80378,4845,11022,58238,484
9340,22,Femenino,57787,2457,15297,87208,315
9341,22,Femenino,44425,3299,17368,58899,578
9342,48,Masculino,115001,1497,20483,18834,650
9343,62,Masculino,38961,905,6463,6490,669
9344,26,Femenino,53443,3348,13632,41746,677
9345,59,Masculino,38823,743,29703,9167,354
9346,49,Femenino,95409,2914,17407,70465,507
9347,50,Masculino,91123,4356,46221,69824,431
9348,20,Femenino,124249,2105,45834,19330,665
9349,47,Femenino,45852,932,41239,75927,655
9350,67,Femenino,57535,4778,17495,28453,477
9351,29,Femenino,27004,3306,25759,14263,541
9352,46,Femenino,126032,1641,21464,27855,583
9353,20,Femenino,47823,4626,20326,84956,736
9354,43,Femenino,124913,3524,33039,36843,824
9355,47,Femenino,74086,1672,44939,89644,370
9356,26,Masculino,138336,3956,49341,69203,353
9357,43,Masculino,27131,4697,10533,79278,312
9358,19,Masculino,103232,1595,12158,74332,675
